GO_id_or_uniprot_term	Description	OurLocalization	UniquePriorityNumber	SpatialRelation
GO:0000446	nucleoplasmic THO complex	Unknown	0	IN Extracellular
GO:0000500	RNA polymerase I upstream activating factor complex	Unknown	0	IN Extracellular
GO:0000777	condensed chromosome kinetochore	Unknown	0	IN Extracellular
GO:0000779	"condensed chromosome, centromeric region"	Unknown	0	IN Extracellular
GO:0000782	telomere cap complex	Unknown	0	IN Extracellular
GO:0000787	cytoplasmic nucleosome	Unknown	0	IN Extracellular
GO:0000788	nuclear nucleosome	Unknown	0	IN Extracellular
GO:0000798	nuclear cohesin complex	Unknown	0	IN Extracellular
GO:0000803	sex chromosome	Unknown	0	IN Extracellular
GO:0000804	W chromosome	Unknown	0	IN Extracellular
GO:0000805	X chromosome	Unknown	0	IN Extracellular
GO:0000806	Y chromosome	Unknown	0	IN Extracellular
GO:0000807	Z chromosome	Unknown	0	IN Extracellular
GO:0000809	cytoplasmic origin of replication recognition complex	Unknown	0	IN Extracellular
GO:0000811	GINS complex	Unknown	0	IN Extracellular
GO:0000812	Swr1 complex	Unknown	0	IN Extracellular
GO:0000813	ESCRT I complex	Unknown	0	IN Extracellular
GO:0000814	ESCRT II complex	Unknown	0	IN Extracellular
GO:0000815	ESCRT III complex	Unknown	0	IN Extracellular
GO:0000817	COMA complex	Unknown	0	IN Extracellular
GO:0000818	nuclear MIS12/MIND complex	Unknown	0	IN Extracellular
GO:0000835	ER ubiquitin ligase complex	Unknown	0	IN Extracellular
GO:0000836	Hrd1p ubiquitin ligase complex	Unknown	0	IN Extracellular
GO:0000837	Doa10p ubiquitin ligase complex	Unknown	0	IN Extracellular
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	Unknown	0	IN Extracellular
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	Unknown	0	IN Extracellular
GO:0000923	equatorial microtubule organizing center	Unknown	0	IN Extracellular
GO:0000924	"gamma-tubulin ring complex, centrosomal"	Unknown	0	IN Extracellular
GO:0000927	"gamma-tubulin small complex, centrosomal"	Unknown	0	IN Extracellular
GO:0000928	"gamma-tubulin small complex, spindle pole body"	Unknown	0	IN Extracellular
GO:0000931	gamma-tubulin large complex	Unknown	0	IN Extracellular
GO:0000932	cytoplasmic mRNA processing body	Unknown	0	IN Extracellular
GO:0000933	adventitious septum	Unknown	0	IN Extracellular
GO:0000934	porous cell septum	Unknown	0	IN Extracellular
GO:0000935	barrier septum	Unknown	0	IN Extracellular
GO:0000936	primary cell septum	Unknown	0	IN Extracellular
GO:0000937	dolipore septum	Unknown	0	IN Extracellular
GO:0000938	GARP complex	Unknown	0	IN Extracellular
GO:0000941	condensed nuclear chromosome inner kinetochore	Unknown	0	IN Extracellular
GO:0000942	condensed nuclear chromosome outer kinetochore	Unknown	0	IN Extracellular
GO:0000943	retrotransposon nucleocapsid	Unknown	0	IN Extracellular
GO:0000974	Prp19 complex	Unknown	0	IN Extracellular
GO:0001114	protein-DNA-RNA complex	Unknown	0	IN Extracellular
GO:0001400	mating projection base	Unknown	0	IN Extracellular
GO:0001401	mitochondrial sorting and assembly machinery complex	Unknown	0	IN Extracellular
GO:0001405	presequence translocase-associated import motor	Unknown	0	IN Extracellular
GO:0001411	hyphal tip	Unknown	0	IN Extracellular
GO:0001534	radial spoke	Unknown	0	IN Extracellular
GO:0001535	radial spokehead	Unknown	0	IN Extracellular
GO:0001536	radial spoke stalk	Unknown	0	IN Extracellular
GO:0001741	XY body	Unknown	0	IN Extracellular
GO:0002079	inner acrosomal membrane	Unknown	0	IN Extracellular
GO:0002081	outer acrosomal membrane	Unknown	0	IN Extracellular
GO:0002096	polkadots	Unknown	0	IN Extracellular
GO:0002102	podosome	Unknown	0	IN Extracellular
GO:0002111	BRCA2-BRAF35 complex	Unknown	0	IN Extracellular
GO:0002116	semaphorin receptor complex	Unknown	0	IN Extracellular
GO:0002133	polycystin complex	Unknown	0	IN Extracellular
GO:0002139	stereocilia coupling link	Unknown	0	IN Extracellular
GO:0002140	stereocilia tip link	Unknown	0	IN Extracellular
GO:0002141	stereocilia ankle link	Unknown	0	IN Extracellular
GO:0002142	stereocilia ankle link complex	Unknown	0	IN Extracellular
GO:0002144	cytosolic tRNA wobble base thiouridylase complex	Unknown	0	IN Extracellular
GO:0002167	VRK3/VHR/ERK complex	Unknown	0	IN Extracellular
GO:0002169	"3-methylcrotonyl-CoA carboxylase complex, mitochondrial"	Unknown	0	IN Extracellular
GO:0002177	manchette	Unknown	0	IN Extracellular
GO:0002178	palmitoyltransferase complex	Unknown	0	IN Extracellular
GO:0002179	homodimeric serine palmitoyltransferase complex	Unknown	0	IN Extracellular
GO:0002180	5-lipoxygenase complex	Unknown	0	IN Extracellular
GO:0002185	creatine kinase complex	Unknown	0	IN Extracellular
GO:0002186	cytosolic creatine kinase complex	Unknown	0	IN Extracellular
GO:0002187	mitochondrial creatine kinase complex	Unknown	0	IN Extracellular
GO:0002189	ribose phosphate diphosphokinase complex	Unknown	0	IN Extracellular
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	Unknown	0	IN Extracellular
GO:0002197	xanthine dehydrogenase complex	Unknown	0	IN Extracellular
GO:0002199	zona pellucida receptor complex	Unknown	0	IN Extracellular
GO:0002929	MECO complex	Unknown	0	IN Extracellular
GO:0002944	cyclin K-CDK12 complex	Unknown	0	IN Extracellular
GO:0002945	cyclin K-CDK13 complex	Unknown	0	IN Extracellular
GO:0002947	tumor necrosis factor receptor superfamily complex	Unknown	0	IN Extracellular
GO:0005593	FACIT collagen	Unknown	0	IN Extracellular
GO:0005598	short-chain collagen	Unknown	0	IN Extracellular
GO:0005599	collagen type X	Unknown	0	IN Extracellular
GO:0005601	classical-complement-pathway C3/C5 convertase complex	Unknown	0	IN Extracellular
GO:0005609	laminin-4 complex	Unknown	0	IN Extracellular
GO:0005611	laminin-6 complex	Unknown	0	IN Extracellular
GO:0005612	laminin-7 complex	Unknown	0	IN Extracellular
GO:0005614	interstitial matrix	Unknown	0	IN Extracellular
GO:0005616	larval serum protein complex	Unknown	0	IN Extracellular
GO:0005619	ascospore wall	Unknown	0	IN Extracellular
GO:0005621	cellular bud scar	Unknown	0	IN Extracellular
GO:0005623	cell	Unknown	0	IN Extracellular
GO:0005628	prospore membrane	Unknown	0	IN Extracellular
GO:0005630	dityrosine layer of spore wall	Unknown	0	IN Extracellular
GO:0005631	chitosan layer of spore wall	Unknown	0	IN Extracellular
GO:0005632	inner layer of spore wall	Unknown	0	IN Extracellular
GO:0005633	ascus lipid particle	Unknown	0	IN Extracellular
GO:0005642	annulate lamellae	Unknown	0	IN Extracellular
GO:0005656	nuclear pre-replicative complex	Unknown	0	IN Extracellular
GO:0005668	RNA polymerase transcription factor SL1 complex	Unknown	0	IN Extracellular
GO:0005671	Ada2/Gcn5/Ada3 transcription activator complex	Unknown	0	IN Extracellular
GO:0005684	U2-type spliceosomal complex	Unknown	0	IN Extracellular
GO:0005687	U4 snRNP	Unknown	0	IN Extracellular
GO:0005690	U4atac snRNP	Unknown	0	IN Extracellular
GO:0005691	U6atac snRNP	Unknown	0	IN Extracellular
GO:0005692	U11 snRNP	Unknown	0	IN Extracellular
GO:0005693	U12 snRNP	Unknown	0	IN Extracellular
GO:0005700	polytene chromosome	Unknown	0	IN Extracellular
GO:0005702	polytene chromosome weak point	Unknown	0	IN Extracellular
GO:0005703	polytene chromosome puff	Unknown	0	IN Extracellular
GO:0005704	polytene chromosome band	Unknown	0	IN Extracellular
GO:0005705	polytene chromosome interband	Unknown	0	IN Extracellular
GO:0005706	polytene chromosome ectopic fiber	Unknown	0	IN Extracellular
GO:0005713	recombination nodule	Unknown	0	IN Extracellular
GO:0005714	early recombination nodule	Unknown	0	IN Extracellular
GO:0005715	late recombination nodule	Unknown	0	IN Extracellular
GO:0005719	nuclear euchromatin	Unknown	0	IN Extracellular
GO:0005722	beta-heterochromatin	Unknown	0	IN Extracellular
GO:0005723	alpha-heterochromatin	Unknown	0	IN Extracellular
GO:0005725	intercalary heterochromatin	Unknown	0	IN Extracellular
GO:0005728	extrachromosomal rDNA circle	Unknown	0	IN Extracellular
GO:0005729	2-micrometer circle DNA	Unknown	0	IN Extracellular
GO:0005745	m-AAA complex	Unknown	0	IN Extracellular
GO:0005756	"mitochondrial proton-transporting ATP synthase, central stalk"	Unknown	0	IN Extracellular
GO:0005766	primary lysosome	Unknown	0	IN Extracellular
GO:0005767	secondary lysosome	Unknown	0	IN Extracellular
GO:0005780	extrinsic component of intraperoxisomal membrane	Unknown	0	IN Extracellular
GO:0005818	aster	Unknown	0	IN Extracellular
GO:0005821	intermediate layer of spindle pole body	Unknown	0	IN Extracellular
GO:0005822	inner plaque of spindle pole body	Unknown	0	IN Extracellular
GO:0005823	central plaque of spindle pole body	Unknown	0	IN Extracellular
GO:0005824	outer plaque of spindle pole body	Unknown	0	IN Extracellular
GO:0005825	half bridge of spindle pole body	Unknown	0	IN Extracellular
GO:0005835	fatty acid synthase complex	Unknown	0	IN Extracellular
GO:0005836	fatty-acyl-CoA synthase complex	Unknown	0	IN Extracellular
GO:0005846	nuclear cap binding complex	Unknown	0	IN Extracellular
GO:0005848	mRNA cleavage stimulating factor complex	Unknown	0	IN Extracellular
GO:0005870	actin capping protein of dynactin complex	Unknown	0	IN Extracellular
GO:0005872	minus-end kinesin complex	Unknown	0	IN Extracellular
GO:0005879	axonemal microtubule	Unknown	0	IN Extracellular
GO:0005880	nuclear microtubule	Unknown	0	IN Extracellular
GO:0005893	interleukin-2 receptor complex	Unknown	0	IN Extracellular
GO:0005894	interleukin-3 receptor complex	Unknown	0	IN Extracellular
GO:0005897	interleukin-9 receptor complex	Unknown	0	IN Extracellular
GO:0005899	insulin receptor complex	Unknown	0	IN Extracellular
GO:0005917	nephrocyte diaphragm	Unknown	0	IN Extracellular
GO:0005919	pleated septate junction	Unknown	0	IN Extracellular
GO:0005920	smooth septate junction	Unknown	0	IN Extracellular
GO:0005926	connecting hemi-adherens junction	Unknown	0	IN Extracellular
GO:0005928	apical hemi-adherens junction	Unknown	0	IN Extracellular
GO:0005931	nexin complex	Unknown	0	IN Extracellular
GO:0005933	cellular bud	Unknown	0	IN Extracellular
GO:0005934	cellular bud tip	Unknown	0	IN Extracellular
GO:0005935	cellular bud neck	Unknown	0	IN Extracellular
GO:0005937	mating projection	Unknown	0	IN Extracellular
GO:0005940	septin ring	Unknown	0	IN Extracellular
GO:0005943	"1-phosphatidylinositol-4-phosphate 3-kinase, class IA complex"	Unknown	0	IN Extracellular
GO:0005944	"1-phosphatidylinositol-4-phosphate 3-kinase, class IB complex"	Unknown	0	IN Extracellular
GO:0005946	"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)"	Unknown	0	IN Extracellular
GO:0005948	acetolactate synthase complex	Unknown	0	IN Extracellular
GO:0005950	anthranilate synthase complex	Unknown	0	IN Extracellular
GO:0005951	carbamoyl-phosphate synthase complex	Unknown	0	IN Extracellular
GO:0005962	mitochondrial isocitrate dehydrogenase complex (NAD+)	Unknown	0	IN Extracellular
GO:0005963	magnesium-dependent protein serine/threonine phosphatase complex	Unknown	0	IN Extracellular
GO:0005965	protein farnesyltransferase complex	Unknown	0	IN Extracellular
GO:0005966	cyclic-nucleotide phosphodiesterase complex	Unknown	0	IN Extracellular
GO:0005969	serine-pyruvate aminotransferase complex	Unknown	0	IN Extracellular
GO:0008002	lamina lucida	Unknown	0	IN Extracellular
GO:0008003	lamina densa	Unknown	0	IN Extracellular
GO:0008004	lamina reticularis	Unknown	0	IN Extracellular
GO:0008024	positive transcription elongation factor complex b	Unknown	0	IN Extracellular
GO:0008087	light-activated voltage-gated calcium channel complex	Unknown	0	IN Extracellular
GO:0008230	ecdysone receptor holocomplex	Unknown	0	IN Extracellular
GO:0008231	repressor ecdysone receptor complex	Unknown	0	IN Extracellular
GO:0008232	activator ecdysone receptor complex	Unknown	0	IN Extracellular
GO:0008282	ATP-sensitive potassium channel complex	Unknown	0	IN Extracellular
GO:0008540	"proteasome regulatory particle, base subcomplex"	Unknown	0	IN Extracellular
GO:0008541	"proteasome regulatory particle, lid subcomplex"	Unknown	0	IN Extracellular
GO:0009274	peptidoglycan-based cell wall	Unknown	0	IN Extracellular
GO:0009275	Gram-positive-bacterium-type cell wall	Unknown	0	IN Extracellular
GO:0009276	Gram-negative-bacterium-type cell wall	Unknown	0	IN Extracellular
GO:0009277	fungal-type cell wall	Unknown	0	IN Extracellular
GO:0009289	pilus	Unknown	0	IN Extracellular
GO:0009295	nucleoid	Unknown	0	IN Extracellular
GO:0009316	3-isopropylmalate dehydratase complex	Unknown	0	IN Extracellular
GO:0009318	exodeoxyribonuclease VII complex	Unknown	0	IN Extracellular
GO:0009319	cytochrome o ubiquinol oxidase complex	Unknown	0	IN Extracellular
GO:0009321	alkyl hydroperoxide reductase complex	Unknown	0	IN Extracellular
GO:0009322	trimethylamine-N-oxide reductase complex	Unknown	0	IN Extracellular
GO:0009323	ribosomal-protein-alanine N-acetyltransferase complex	Unknown	0	IN Extracellular
GO:0009324	D-amino-acid dehydrogenase complex	Unknown	0	IN Extracellular
GO:0009325	nitrate reductase complex	Unknown	0	IN Extracellular
GO:0009326	formate dehydrogenase complex	Unknown	0	IN Extracellular
GO:0009327	NAD(P)+ transhydrogenase complex (AB-specific)	Unknown	0	IN Extracellular
GO:0009328	phenylalanine-tRNA ligase complex	Unknown	0	IN Extracellular
GO:0009329	acetate CoA-transferase complex	Unknown	0	IN Extracellular
GO:0009330	DNA topoisomerase complex (ATP-hydrolyzing)	Unknown	0	IN Extracellular
GO:0009332	glutamate-tRNA ligase complex	Unknown	0	IN Extracellular
GO:0009333	cysteine synthase complex	Unknown	0	IN Extracellular
GO:0009334	3-phenylpropionate dioxygenase complex	Unknown	0	IN Extracellular
GO:0009337	sulfite reductase complex (NADPH)	Unknown	0	IN Extracellular
GO:0009338	exodeoxyribonuclease V complex	Unknown	0	IN Extracellular
GO:0009339	glycolate oxidase complex	Unknown	0	IN Extracellular
GO:0009340	DNA topoisomerase IV complex	Unknown	0	IN Extracellular
GO:0009342	glutamate synthase complex (NADPH)	Unknown	0	IN Extracellular
GO:0009344	nitrite reductase complex [NAD(P)H]	Unknown	0	IN Extracellular
GO:0009345	glycine-tRNA ligase complex	Unknown	0	IN Extracellular
GO:0009349	riboflavin synthase complex	Unknown	0	IN Extracellular
GO:0009350	ethanolamine ammonia-lyase complex	Unknown	0	IN Extracellular
GO:0009355	DNA polymerase V complex	Unknown	0	IN Extracellular
GO:0009356	aminodeoxychorismate synthase complex	Unknown	0	IN Extracellular
GO:0009357	protein-N(PI)-phosphohistidine-sugar phosphotransferase complex	Unknown	0	IN Extracellular
GO:0009358	polyphosphate kinase complex	Unknown	0	IN Extracellular
GO:0009359	Type II site-specific deoxyribonuclease complex	Unknown	0	IN Extracellular
GO:0009360	DNA polymerase III complex	Unknown	0	IN Extracellular
GO:0009361	succinate-CoA ligase complex (ADP-forming)	Unknown	0	IN Extracellular
GO:0009365	protein histidine kinase complex	Unknown	0	IN Extracellular
GO:0009366	enterobactin synthetase complex	Unknown	0	IN Extracellular
GO:0009368	endopeptidase Clp complex	Unknown	0	IN Extracellular
GO:0009375	ferredoxin hydrogenase complex	Unknown	0	IN Extracellular
GO:0009376	HslUV protease complex	Unknown	0	IN Extracellular
GO:0009379	Holliday junction helicase complex	Unknown	0	IN Extracellular
GO:0009380	excinuclease repair complex	Unknown	0	IN Extracellular
GO:0009382	imidazoleglycerol-phosphate synthase complex	Unknown	0	IN Extracellular
GO:0009390	dimethyl sulfoxide reductase complex	Unknown	0	IN Extracellular
GO:0009418	pilus shaft	Unknown	0	IN Extracellular
GO:0009419	pilus tip	Unknown	0	IN Extracellular
GO:0009420	bacterial-type flagellum filament	Unknown	0	IN Extracellular
GO:0009421	bacterial-type flagellum filament cap	Unknown	0	IN Extracellular
GO:0009422	bacterial-type flagellum hook-filament junction	Unknown	0	IN Extracellular
GO:0009424	bacterial-type flagellum hook	Unknown	0	IN Extracellular
GO:0009425	bacterial-type flagellum basal body	Unknown	0	IN Extracellular
GO:0009426	"bacterial-type flagellum basal body, distal rod"	Unknown	0	IN Extracellular
GO:0009427	"bacterial-type flagellum basal body, distal rod, L ring"	Unknown	0	IN Extracellular
GO:0009428	"bacterial-type flagellum basal body, distal rod, P ring"	Unknown	0	IN Extracellular
GO:0009429	"bacterial-type flagellum basal body, proximal rod"	Unknown	0	IN Extracellular
GO:0009431	"bacterial-type flagellum basal body, MS ring"	Unknown	0	IN Extracellular
GO:0009433	"bacterial-type flagellum basal body, C ring"	Unknown	0	IN Extracellular
GO:0009501	amyloplast	Unknown	0	IN Extracellular
GO:0009503	thylakoid light-harvesting complex	Unknown	0	IN Extracellular
GO:0009504	cell plate	Unknown	0	IN Extracellular
GO:0009505	plant-type cell wall	Unknown	0	IN Extracellular
GO:0009507	chloroplast	Unknown	0	IN Extracellular
GO:0009508	plastid chromosome	Unknown	0	IN Extracellular
GO:0009509	chromoplast	Unknown	0	IN Extracellular
GO:0009510	plasmodesmatal desmotubule	Unknown	0	IN Extracellular
GO:0009511	plasmodesmatal endoplasmic reticulum	Unknown	0	IN Extracellular
GO:0009512	cytochrome b6f complex	Unknown	0	IN Extracellular
GO:0009513	etioplast	Unknown	0	IN Extracellular
GO:0009514	glyoxysome	Unknown	0	IN Extracellular
GO:0009515	granal stacked thylakoid	Unknown	0	IN Extracellular
